State,Bank,BankState,Term,NoEmp,NewExist,CreateJob,UrbanRural,RevLineCr,LowDoc,Sector,IsFranchise,clean_DisbursementGross,MIS_Status,clean_GrAppv
ME,NORTHEAST BANK,ME,120,4,1,0,0,0,0,44,0,70000.0,1,70000.0
ME,KEYBANK NATIONAL ASSOCIATION,OH,144,30,0,0,0,0,0,0,1,75500.0,1,75500.0
ME,"MERRILL BANK, A DIVISION OF",ME,240,2,0,0,0,0,0,0,0,90000.0,1,90000.0
ME,"MERRILL BANK, A DIVISION OF",ME,12,1,0,0,2,1,0,23,0,25062.0,1,25000.0
ME,MACHIAS SAVINGS BANK,ME,12,4,0,0,2,1,0,44,0,209499.0,1,175000.0
ME,"TD BANK, NATIONAL ASSOCIATION",DE,9,2,0,1,2,1,0,44,0,25000.0,0,25000.0
ME,BATH SAVINGS INSTITUTION,ME,240,2,0,0,0,0,0,54,0,117000.0,1,117000.0
ME,CAMDEN NATIONAL BANK,ME,240,3,0,0,0,0,0,0,0,430000.0,1,430000.0
ME,BAR HARBOR BANK & TRUST,ME,245,3,0,0,0,0,0,44,0,65000.0,1,65000.0
ME,NORSTATE FCU,ME,168,7,0,0,2,0,1,44,0,135200.0,1,135200.0
ME,EASTERN MAINE DEVEL CORP,ME,240,50,0,15,0,0,0,42,0,563000.0,1,563000.0
ME,CAPITAL ONE NATL ASSOC,VA,42,6,0,4,1,0,0,44,0,35000.0,0,35000.0
ME,BAR HARBOR BANK & TRUST,ME,9,4,0,0,2,1,0,44,0,45000.0,0,30000.0
VT,CITIZENS BANK NATL ASSOC,RI,84,3,0,0,1,1,0,23,0,5020.0,1,5000.0
VT,WOODSVILLE GUARANTY SAVINGS BK,NH,60,8,0,2,2,1,0,23,0,37500.0,1,25000.0
VT,MERCHANTS BANK,VT,207,11,0,0,0,0,0,0,0,150000.0,1,150000.0
VT,CHITTENDEN TR COMPANY A DIVISI,VT,8,4,0,0,0,0,0,31,0,40585.0,1,40585.0
VT,CHITTENDEN TR COMPANY A DIVISI,VT,84,14,0,0,0,0,1,0,0,75000.0,1,75000.0
VT,UNION BANK,VT,240,5,0,0,1,1,0,31,0,81250.0,1,81300.0
VT,COMMUNITY NATIONAL BANK,VT,120,5,1,0,2,0,0,31,0,120000.0,1,120000.0
VT,COMMUNITY NATIONAL BANK,VT,60,5,0,0,2,0,0,44,0,166000.0,1,166000.0
VT,UNION BANK,VT,157,20,0,0,0,0,0,0,0,34546.0,1,45000.0
VT,CHITTENDEN TR COMPANY A DIVISI,VT,84,24,0,0,0,0,0,0,0,75000.0,1,75000.0
MT,U.S. BANK NATIONAL ASSOCIATION,MT,180,34,0,0,0,0,0,44,0,420000.0,1,420000.0
VT,PASSUMPSIC SAVINGS BANK,VT,36,1,0,0,2,0,0,48,0,24000.0,1,24000.0
VT,COMMUNITY NATIONAL BANK,VT,240,1,0,0,0,0,0,0,0,135500.0,1,135500.0
VT,COMMUNITY NATIONAL BANK,VT,60,3,0,0,2,1,0,44,0,177457.0,1,100000.0
VT,COMMUNITY NATIONAL BANK,VT,48,2,1,0,0,0,1,0,0,12000.0,1,12000.0
VT,"TD BANK, NATIONAL ASSOCIATION",DE,84,55,0,4,2,1,0,48,0,150948.0,1,75000.0
CT,UPS CAPITAL BUSINESS CREDIT,CT,300,65,0,0,0,0,0,0,0,1080000.0,1,1120000.0
CT,SANTANDER BANK NATL ASSOC,MA,60,3,0,0,0,0,1,81,0,10000.0,1,10000.0
CT,FARMINGTON BANK,CT,60,6,1,8,1,0,0,72,0,198000.0,1,198000.0
CT,WEBSTER BANK NATL ASSOC,CT,120,2,0,15,1,0,0,72,0,168300.0,1,168300.0
CT,FIRST NIAGARA BANK NATL ASSOC,NY,60,4,1,1,1,1,0,56,0,200000.0,1,200000.0
CT,FIRST NIAGARA BANK NATL ASSOC,CT,87,4,0,0,0,0,1,42,0,75000.0,1,75000.0
CT,BANK OF AMERICA NATL ASSOC,RI,48,2,0,2,1,1,0,23,0,57800.0,1,32400.0
CT,UNITED BANK,CT,120,2,0,0,1,0,0,81,0,170000.0,1,170000.0
CT,UPS CAPITAL BUSINESS CREDIT,CT,216,14,0,0,0,0,0,0,0,450000.0,1,450000.0
CT,"TD BANK, NATIONAL ASSOCIATION",DE,84,9,1,0,1,1,0,44,0,39778.0,1,50000.0
CT,WEBSTER BANK NATL ASSOC,CT,84,1,0,0,0,0,0,56,0,90000.0,1,90000.0
CT,HOUSATONIC INDUST DEVEL CORP,CT,240,10,0,18,0,0,0,42,0,147000.0,1,147000.0
CT,BANK OF AMERICA NATL ASSOC,NC,60,4,0,0,1,0,0,44,0,30000.0,1,30000.0
CT,FIRST NIAGARA BANK NATL ASSOC,NY,60,3,1,2,1,1,0,44,0,475797.0,1,250000.0
CT,BANK OF AMERICA NATL ASSOC,NC,24,2,1,0,1,1,0,44,0,52500.0,0,35000.0
CT,BANK OF AMERICA NATL ASSOC,RI,36,1,1,0,1,1,0,54,0,22000.0,1,22000.0
CT,BANK RHODE ISLAND,RI,84,3,1,0,1,0,0,44,0,170000.0,1,170000.0
CT,BANK OF AMERICA NATL ASSOC,NC,84,1,0,0,1,1,0,56,0,26150.0,1,10000.0
CT,CITIZENS BANK NATL ASSOC,MA,84,1,0,0,2,1,0,44,0,18186.0,1,5000.0
CT,BANK OF AMERICA NATL ASSOC,RI,36,1,0,0,1,1,0,23,0,50000.0,1,50000.0
CT,SANTANDER BANK NATL ASSOC,DE,155,3,1,0,1,0,0,54,0,45000.0,1,45000.0
CT,CITIZENS BANK NATL ASSOC,RI,3,1,0,0,2,1,0,44,0,135813.0,0,50000.0
CT,BANK OF AMERICA NATL ASSOC,RI,60,10,0,0,0,0,1,0,0,20000.0,1,20000.0
CT,WEBSTER BANK NATL ASSOC,CT,60,1,1,0,0,0,1,0,0,45000.0,1,45000.0
CT,"READYCAP LENDING, LLC",CA,120,21,0,0,1,0,0,71,1,1225000.0,1,1225000.0
CT,CITIZENS BANK NATL ASSOC,RI,84,6,0,2,1,1,0,23,0,6987.0,1,5000.0
CT,CITIZENS BANK NATL ASSOC,RI,84,3,0,1,1,1,0,54,0,274639.0,1,75000.0
CT,WEBSTER BANK NATL ASSOC,CT,300,3,0,0,0,0,0,0,0,110000.0,1,320000.0
CT,CITIZENS BANK NATL ASSOC,RI,33,1,0,0,1,0,0,54,0,4489.0,0,5000.0
CT,CAPITAL ONE NATL ASSOC,VA,84,2,0,1,1,0,0,54,0,100000.0,1,100000.0
CT,"READYCAP LENDING, LLC",CA,98,1,1,2,1,0,0,44,0,318700.0,1,318700.0
CT,CITIZENS BANK NATL ASSOC,RI,84,3,0,0,1,1,0,56,0,5000.0,1,5000.0
CT,BANK OF AMERICA NATL ASSOC,NC,14,6,1,0,1,1,0,44,0,158532.0,0,100000.0
CT,WEBSTER BANK NATL ASSOC,CT,62,0,1,0,1,0,0,72,1,200000.0,0,200000.0
CT,"TD BANK, NATIONAL ASSOCIATION",DE,24,9,0,0,1,1,0,44,0,150000.0,1,100000.0
CT,WEBSTER BANK NATL ASSOC,CT,34,9,0,1,1,1,0,42,0,115032.0,0,100000.0
CT,BANK OF AMERICA NATL ASSOC,RI,48,4,0,0,1,1,0,56,0,90765.0,1,50000.0
CT,JPMORGAN CHASE BANK NATL ASSOC,IL,33,2,0,2,1,0,0,23,0,100000.0,0,100000.0
CT,HOUSATONIC INDUST DEVEL CORP,CT,240,29,0,16,0,0,0,0,0,378000.0,1,378000.0
CT,THOMASTON SAVINGS BANK,CT,23,2,1,0,2,1,0,31,0,20000.0,1,20000.0
CT,UNION SAVINGS BANK,CT,60,20,0,3,1,0,0,71,0,60000.0,1,60000.0
CT,BANK OF AMERICA NATL ASSOC,RI,48,3,0,0,1,1,0,44,0,10000.0,1,10000.0
CT,"TD BANK, NATIONAL ASSOCIATION",DE,120,3,0,12,1,0,0,72,1,300000.0,1,300000.0
CT,UNION SAVINGS BANK,CT,84,10,0,0,1,0,0,23,0,100000.0,1,100000.0
CT,JPMORGAN CHASE BANK NATL ASSOC,IL,51,7,0,1,2,1,0,51,0,169244.0,0,57000.0
NJ,BBCN BANK,CA,47,3,1,0,1,0,0,44,0,15000.0,0,15000.0
NJ,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,0,1,1,1,0,23,0,208627.0,1,60000.0
NJ,"TD BANK, NATIONAL ASSOCIATION",DE,24,2,0,0,1,1,0,81,0,20000.0,1,20000.0
NJ,"COMMERCE BANK, A DIVISION OF",PA,24,4,0,0,1,1,0,44,0,29694.0,1,20000.0
NJ,BBCN BANK,CA,62,5,1,0,1,0,0,81,0,20000.0,0,20000.0
NJ,BANK OF AMERICA NATL ASSOC,NC,32,8,0,1,1,0,0,72,0,50000.0,0,50000.0
NJ,CAPITAL ONE BK (USA) NATL ASSO,VA,84,35,0,0,1,1,0,72,0,50650.0,1,35000.0
NJ,JPMORGAN CHASE BANK NATL ASSOC,IL,52,1,1,0,1,1,0,42,0,199804.0,0,50000.0
MA,SANTANDER BANK NATL ASSOC,DE,83,1,1,0,1,0,0,11,0,15000.0,1,15000.0
MA,BANK OF AMERICA NATL ASSOC,RI,12,13,0,0,1,1,0,31,0,136500.0,1,75000.0
MA,EASTHAMPTON SAVINGS BANK,MA,75,1,1,2,1,1,0,23,0,39992.0,0,25000.0
MA,LEE BANK,MA,84,2,1,1,2,1,0,54,0,367500.0,1,100000.0
MA,SALISBURY BANK & TRUST COMPANY,CT,123,19,0,0,0,0,1,42,0,100000.0,1,100000.0
MA,GREENFIELD SAVINGS BANK,MA,84,10,1,0,0,0,1,0,0,70000.0,1,70000.0
MA,ENTERPRISE BK & TR CO,MA,60,10,0,5,1,1,0,31,0,167500.0,1,75000.0
MA,NORTH MIDDLESEX SAVINGS BANK,MA,252,2,0,0,1,0,0,54,0,400000.0,1,400000.0
MA,BANK OF AMERICA NATL ASSOC,RI,38,7,0,0,0,0,0,0,0,75000.0,0,75000.0
MA,"TD BANK, NATIONAL ASSOCIATION",MA,60,20,0,0,0,0,1,0,0,100000.0,1,100000.0
MA,CITIZENS BANK NATL ASSOC,RI,84,5,0,0,1,0,0,56,0,10000.0,1,10000.0
MA,BAY STATE SAVINGS BANK,MA,120,7,0,0,0,0,1,23,0,40000.0,1,40000.0
MA,BANK OF AMERICA NATL ASSOC,NC,120,5,0,0,0,0,0,81,0,95000.0,1,95000.0
MA,UNIBANK FOR SAVINGS,MA,23,1,0,0,1,1,0,23,0,96248.0,0,60000.0
MA,CAPITAL ONE NATL ASSOC,VA,64,1,0,0,1,0,0,31,0,25000.0,0,25000.0
MA,BAY STATE SAVINGS BANK,MA,60,10,1,0,0,0,1,42,0,45000.0,1,45000.0
MA,"TD BANK, NATIONAL ASSOCIATION",DE,12,2,0,0,1,0,0,71,0,30000.0,0,30000.0
MA,NEW ENGLAND CERT. DEVEL CORP,MA,240,15,0,3,1,0,0,44,0,329000.0,1,329000.0
MA,CITIZENS BANK NATL ASSOC,RI,47,1,0,0,1,1,0,61,0,63800.0,0,35000.0
MA,ENTERPRISE BK & TR CO,MA,84,29,0,0,0,0,0,23,0,500000.0,1,500000.0
MA,ENTERPRISE BK & TR CO,MA,84,4,0,0,1,0,0,81,0,15000.0,1,15000.0
MA,CAPITAL ONE NATL ASSOC,VA,54,2,0,1,1,1,0,56,0,87500.0,0,35000.0
MA,"READYCAP LENDING, LLC",CA,120,4,1,0,1,0,0,44,0,429000.0,1,429000.0
MA,DANVERSBANK,MA,84,2,1,0,0,0,0,0,0,35000.0,1,35000.0
MA,PEOPLE'S UNITED BANK,CT,3,3,1,0,1,1,0,56,0,52199.0,0,50000.0
MA,"TD BANK, NATIONAL ASSOCIATION",DE,74,0,0,0,1,1,0,31,0,26578.0,1,15000.0
MA,DANVERSBANK,MA,84,2,1,0,0,0,1,0,0,50000.0,1,50000.0
PA,WELLS FARGO BANK NATL ASSOC,PA,12,2,0,0,0,1,0,0,0,20575.0,1,15000.0
MA,DANVERSBANK,MA,8,20,0,0,0,0,0,0,0,150800.0,1,150800.0
MA,CAPITAL ONE NATL ASSOC,VA,90,8,0,1,1,0,0,48,0,75000.0,1,75000.0
MA,CITIZENS BANK NATL ASSOC,RI,60,3,1,4,1,0,0,44,0,50000.0,1,50000.0
MA,CITIZENS BANK NATL ASSOC,MA,84,4,0,0,1,1,0,54,0,130100.0,1,100000.0
MA,CITIZENS BANK NATL ASSOC,RI,27,2,0,0,1,1,0,23,0,10589.0,0,10000.0
MA,CITIZENS BANK NATL ASSOC,RI,50,6,0,0,1,1,0,54,0,151443.0,0,100000.0
MA,BANK OF AMERICA NATL ASSOC,MA,60,7,0,0,0,0,1,0,0,55000.0,1,55000.0
MA,EASTERN BANK,MA,84,12,0,2,1,1,0,42,0,59235.0,1,50000.0
MA,ROCKLAND TRUST COMPANY,MA,120,51,0,0,0,0,1,0,0,70000.0,1,70000.0
MA,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,0,0,72,0,8089.0,1,50000.0
MA,CITIZENS BANK,TN,72,3,0,0,1,1,0,0,0,93414.0,1,20000.0
MA,SANTANDER BANK NATL ASSOC,MA,83,3,0,2,1,1,0,23,0,90218.0,1,50000.0
MA,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,0,53,0,14720.0,1,5000.0
MA,BANK OF AMERICA NATL ASSOC,RI,48,4,0,1,1,1,0,31,0,197170.0,1,25000.0
MA,LEDYARD NATIONAL BANK,VT,12,1,0,1,1,1,0,44,0,66299.0,1,60000.0
MA,THE BRIDGEWATER CU,MA,120,12,1,0,1,0,0,72,1,400000.0,1,400000.0
MA,EAST BOSTON SAVINGS BANK,MA,60,1,1,1,1,0,0,62,0,30000.0,1,30000.0
MA,CITIZENS BANK NATL ASSOC,RI,84,6,0,3,1,1,0,42,0,95597.0,1,61000.0
MA,CITIZENS BANK NATL ASSOC,RI,84,4,0,0,1,1,0,54,0,32537.0,1,15000.0
MA,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,0,23,0,26528.0,1,5000.0
MA,BANK OF AMERICA NATL ASSOC,RI,60,12,0,0,0,0,0,0,0,100000.0,1,100000.0
MA,BANK OF AMERICA NATL ASSOC,RI,67,5,1,0,0,0,0,54,0,20000.0,1,20000.0
MA,BANK OF AMERICA NATL ASSOC,NC,84,1,1,0,0,0,1,0,0,50000.0,1,50000.0
MA,CITIZENS BANK NATL ASSOC,MA,84,8,0,1,1,1,0,72,0,75000.0,1,75000.0
MA,"READYCAP LENDING, LLC",CA,84,5,0,0,0,0,0,0,0,180000.0,1,180000.0
MA,CITIZENS BANK NATL ASSOC,MA,84,2,0,1,1,1,0,31,0,5000.0,1,5000.0
MA,CITIZENS BANK NATL ASSOC,RI,84,2,0,0,1,0,0,81,0,35000.0,1,35000.0
MA,BAY COLONY DEVEL CORP,MA,240,100,0,10,0,0,0,0,0,224000.0,1,224000.0
MA,BANK OF AMERICA NATL ASSOC,NC,36,11,0,0,1,1,0,23,0,15975.0,1,15000.0
MA,CENTURY BANK AND TRUST COMPANY,MA,60,5,0,0,0,0,1,54,0,30000.0,1,30000.0
MA,"BUSINESS LENDERS, LLC",CT,84,10,0,0,0,0,0,54,0,250000.0,1,250000.0
MA,"TD BANK, NATIONAL ASSOCIATION",DE,36,3,0,0,1,1,0,23,0,168834.0,0,95000.0
MA,CITIZENS BANK NATL ASSOC,RI,57,2,1,0,1,1,0,61,0,35099.0,0,18500.0
MA,HARBORONE BANK,MA,24,1,0,2,1,1,0,56,0,37357.0,1,15000.0
MA,SANTANDER BANK NATL ASSOC,DE,67,1,0,1,1,1,0,52,0,20000.0,1,50000.0
MA,SOUTH EASTERN ECONOMIC DEVEL C,MA,240,33,0,12,1,0,0,23,0,541000.0,1,603000.0
MA,CITIZENS BANK NATL ASSOC,MA,84,4,0,0,1,1,0,54,0,30000.0,1,30000.0
MA,SANTANDER BANK NATL ASSOC,MA,60,8,0,0,1,1,0,44,0,50000.0,1,50000.0
MA,SOUTH EASTERN ECONOMIC DEVEL C,MA,240,5,1,3,1,0,0,54,0,88000.0,1,88000.0
MA,SANTANDER BANK NATL ASSOC,MA,118,8,1,0,1,0,0,72,0,120000.0,1,120000.0
MA,BANK OF AMERICA NATL ASSOC,NC,84,2,0,0,1,1,0,23,0,22000.0,1,15000.0
MA,CITIZENS BANK NATL ASSOC,RI,44,3,1,0,1,1,0,62,0,9900.0,0,10000.0
MA,BANK OF AMERICA NATL ASSOC,MA,240,5,0,0,0,0,0,0,0,210000.0,1,210000.0
MA,BANK OF AMERICA NATL ASSOC,NC,84,2,1,0,1,1,0,56,0,10000.0,1,10000.0
MA,BANK OF AMERICA NATL ASSOC,NC,84,2,0,0,1,1,0,23,0,46750.0,1,35000.0
MA,BANK OF AMERICA NATL ASSOC,RI,36,2,1,0,1,1,0,44,0,43064.0,1,25000.0
MA,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,0,48,0,158018.0,1,50000.0
MA,"TD BANK, NATIONAL ASSOCIATION",MA,8,5,1,0,0,0,0,0,0,75000.0,1,75000.0
MA,"TD BANK, NATIONAL ASSOCIATION",MA,84,1,0,0,0,0,0,0,0,200000.0,1,200000.0
MA,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,0,56,0,51721.0,1,25000.0
MA,CITIZENS BANK NATL ASSOC,RI,2,2,0,0,1,0,0,81,0,50000.0,0,50000.0
MA,CITIZENS BANK NATL ASSOC,RI,84,1,0,1,1,1,0,54,0,54279.0,1,15000.0
MA,ROCKLAND TRUST COMPANY,MA,48,3,0,0,0,1,0,56,0,21995.0,1,12000.0
MA,CITIZENS BANK NATL ASSOC,RI,84,2,0,0,1,1,0,81,0,126345.0,1,25000.0
MA,ROCKLAND TRUST COMPANY,MA,52,5,0,0,2,1,0,44,0,50127.0,1,50000.0
MA,BANK OF AMERICA NATL ASSOC,RI,12,3,0,0,0,1,0,44,0,10000.0,1,10000.0
MA,BANKFIVE,MA,24,2,1,2,1,1,0,62,0,25000.0,1,25000.0
MA,CAPITAL ONE NATL ASSOC,VA,84,3,0,0,1,0,0,44,0,35000.0,1,35000.0
MA,SANTANDER BANK NATL ASSOC,DE,12,12,1,8,0,1,0,23,0,100000.0,1,100000.0
MA,SANTANDER BANK NATL ASSOC,DE,60,3,0,0,1,0,0,44,0,25000.0,1,25000.0
MA,BANK OF AMERICA NATL ASSOC,NC,84,2,1,0,1,1,0,44,0,52500.0,1,25000.0
MA,CITIZENS BANK NATL ASSOC,RI,84,4,0,0,1,1,0,54,0,200000.0,1,145000.0
MA,BANK OF AMERICA NATL ASSOC,RI,48,2,0,0,1,1,0,23,0,10500.0,1,10500.0
MA,CITIZENS BANK NATL ASSOC,RI,44,1,0,0,1,1,0,23,0,39814.0,0,15000.0
MA,CITIZENS BANK NATL ASSOC,RI,64,1,0,0,1,0,0,81,0,14981.0,0,15000.0
RI,CITIZENS BANK NATL ASSOC,RI,36,2,1,0,1,0,0,44,0,45000.0,0,45000.0
RI,BANK OF AMERICA NATL ASSOC,NC,120,1,1,0,0,0,0,81,0,50000.0,1,50000.0
RI,CITIZENS BANK NATL ASSOC,RI,44,5,0,0,1,1,0,23,0,146010.0,0,50000.0
RI,BRISTOL COUNTY CHAMBER LOCAL,RI,240,9,0,6,0,0,0,0,0,56000.0,1,56000.0
RI,WASHINGTON TR CO OF WESTERLY,RI,47,2,0,0,1,1,0,44,0,23835.0,1,20000.0
RI,COASTWAY COMMUNITY BANK,RI,156,3,0,0,0,0,0,44,0,190000.0,1,190000.0
RI,CITIZENS BANK NATL ASSOC,RI,84,6,0,0,1,1,0,31,0,290245.0,1,90000.0
RI,CITIZENS BANK NATL ASSOC,RI,84,6,0,0,1,1,0,72,1,5000.0,1,5000.0
RI,SANTANDER BANK NATL ASSOC,DE,84,17,0,0,0,0,0,0,0,170000.0,1,170000.0
RI,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,0,52,0,75000.0,1,37500.0
RI,CITIZENS BANK NATL ASSOC,RI,84,3,0,0,2,1,0,54,0,253218.0,1,53000.0
RI,SAVINGS INST. BK & TR CO,RI,120,2,1,0,2,0,0,44,0,127500.0,1,150000.0
RI,CITIZENS BANK NATL ASSOC,RI,36,1,0,0,2,1,0,23,0,50100.0,0,50000.0
RI,BANK RHODE ISLAND,RI,240,2,1,0,2,0,0,44,0,192500.0,1,192500.0
RI,CITIZENS BANK NATL ASSOC,RI,100,25,0,0,0,0,0,31,0,500000.0,1,500000.0
RI,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,0,0,81,0,10000.0,1,10000.0
RI,CITIZENS BANK NATL ASSOC,RI,60,4,0,0,1,0,0,56,0,40000.0,1,40000.0
RI,OCEAN ST. BUS. DEVEL AUTHORITY,RI,240,35,0,5,0,0,0,0,0,127000.0,1,127000.0
RI,BANKFIVE,MA,60,9,0,9,2,0,0,72,0,35000.0,1,35000.0
RI,CITIZENS BANK NATL ASSOC,RI,4,1,1,0,1,0,0,72,0,10000.0,1,10000.0
RI,BANK OF AMERICA NATL ASSOC,RI,36,3,0,0,1,1,0,31,0,23000.0,1,23000.0
RI,CITIZENS BANK NATL ASSOC,RI,36,1,0,0,1,1,0,51,0,35000.0,0,35000.0
RI,BANK RHODE ISLAND,RI,70,11,0,1,1,1,0,0,0,128243.0,1,50000.0
RI,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,0,53,0,25000.0,1,25000.0
RI,INDEPENDENCE BANK,RI,276,8,1,0,0,0,0,0,0,300000.0,1,300000.0
RI,CITIZENS BANK NATL ASSOC,RI,84,5,0,0,1,1,0,81,0,118655.0,1,45000.0
RI,SANTANDER BANK NATL ASSOC,DE,60,6,0,0,1,1,0,54,0,45663.0,1,20000.0
RI,CITIZENS BANK NATL ASSOC,RI,84,3,0,0,1,0,0,44,0,350000.0,1,350000.0
RI,CITIZENS BANK NATL ASSOC,NH,84,3,0,0,1,1,0,54,0,182410.0,1,100000.0
RI,BANK OF AMERICA NATL ASSOC,NC,60,2,0,0,0,0,1,23,0,20000.0,1,20000.0
RI,CITIZENS BANK NATL ASSOC,RI,60,10,0,0,0,0,0,31,0,125000.0,1,125000.0
RI,CITIZENS BANK NATL ASSOC,RI,72,6,0,0,0,0,0,0,0,100000.0,1,100000.0
RI,BANK OF AMERICA NATL ASSOC,NC,12,44,0,0,0,1,0,0,0,600000.0,1,600000.0
RI,HOME LOAN INVEST BANK F.S.B.,RI,300,1,0,0,0,0,1,44,0,100000.0,1,100000.0
RI,SANTANDER BANK NATL ASSOC,MA,84,3,0,0,0,0,1,0,0,96000.0,1,96000.0
RI,INDEPENDENCE BANK,RI,120,1,0,0,2,0,0,0,0,500000.0,1,500000.0
RI,CITIZENS BANK NATL ASSOC,MA,84,20,0,2,1,1,0,44,0,12519.0,1,5000.0
RI,"READYCAP LENDING, LLC",CA,300,3,1,0,0,0,0,44,0,265000.0,1,265000.0
RI,UPS CAPITAL BUSINESS CREDIT,CT,60,34,0,0,1,0,0,42,0,300000.0,1,300000.0
NH,BANK OF AMERICA NATL ASSOC,RI,240,13,0,0,0,0,0,0,0,150000.0,1,150000.0
NH,CITIZENS BANK NATL ASSOC,RI,84,2,0,0,1,1,0,54,0,34800.0,1,20000.0
NH,BANK OF AMERICA NATL ASSOC,RI,240,1000,0,0,0,0,0,0,0,325000.0,1,325000.0
NH,BANK OF AMERICA NATL ASSOC,RI,84,10,0,0,0,0,0,0,0,135000.0,1,135000.0
NH,CITIZENS BANK NATL ASSOC,RI,36,1,0,0,1,1,0,51,0,35000.0,0,35000.0
NH,BANK OF AMERICA NATL ASSOC,CT,84,25,0,0,0,0,0,0,0,145000.0,1,145000.0
NH,CITIZENS BANK NATL ASSOC,RI,36,2,1,0,1,0,0,42,0,13000.0,1,13000.0
NH,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,0,44,0,26784.0,1,5000.0
NH,BANK OF NEW ENGLAND,NH,17,5,0,0,0,1,0,0,0,160774.0,1,150000.0
NH,CITIZENS BANK NATL ASSOC,RI,84,2,0,0,1,1,0,44,0,45424.0,1,20000.0
NH,CITIZENS BANK NATL ASSOC,RI,84,5,1,1,1,0,0,54,0,20000.0,1,20000.0
NH,BANK OF AMERICA NATL ASSOC,RI,36,2,0,0,1,1,0,44,0,12000.0,1,12000.0
NH,CITIZENS BANK NATL ASSOC,NH,77,7,0,7,1,1,0,0,0,15000.0,1,15000.0
NH,GRANITE ST. ECONOMIC DEVEL COR,NH,240,50,0,30,0,0,0,0,0,454000.0,1,454000.0
NH,CITIZENS BANK NATL ASSOC,MA,84,14,0,0,1,1,0,72,0,5000.0,1,5000.0
NH,CITIZENS BANK NATL ASSOC,NH,180,8,0,0,0,0,0,0,0,94000.0,1,94000.0
NH,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,2,1,0,31,0,41703.0,1,10000.0
NH,BANK OF NEW HAMPSHIRE,NH,84,2,1,0,0,0,1,0,0,49000.0,1,49000.0
NH,BANK OF NEW HAMPSHIRE,NH,84,2,1,0,0,0,0,0,0,37500.0,1,37500.0
NH,NORTHWAY BANK,NH,84,4,0,0,2,0,0,81,0,24000.0,1,24000.0
NH,CITIZENS BANK NATL ASSOC,NH,84,6,0,0,1,1,0,72,0,30000.0,1,30000.0
NH,CAPITAL REGIONAL DEVEL COUNCIL,NH,240,5,0,0,2,0,0,48,0,128000.0,1,128000.0
NH,"TD BANK, NATIONAL ASSOCIATION",NH,84,9,0,0,0,0,0,0,0,211000.0,1,211000.0
NH,CITIZENS BANK NATL ASSOC,NH,60,11,0,0,0,0,0,0,1,60000.0,1,60000.0
NH,CITIZENS BANK NATL ASSOC,RI,84,3,1,0,1,0,0,31,0,18700.0,1,18700.0
NH,BANK OF NEW HAMPSHIRE,NH,84,24,0,0,0,0,0,0,0,100000.0,1,100000.0
NH,CITIZENS BANK NATL ASSOC,RI,60,16,0,0,2,0,0,31,0,500000.0,1,500000.0
NH,"LAKE SUNAPEE BANK, FSB",NH,78,9,0,4,2,0,0,72,0,35000.0,1,35000.0
NH,"OCEAN BANK, A DIVISION OF",NH,60,7,0,0,2,1,0,0,0,400000.0,1,400000.0
NH,"OCEAN BANK, A DIVISION OF",NH,84,4,0,0,0,0,1,81,0,45000.0,1,45000.0
NH,"OCEAN BANK, A DIVISION OF",NH,12,9,0,0,0,1,0,0,0,200000.0,1,200000.0
NH,MASCOMA SAVINGS BANK,VT,159,5,1,0,2,0,0,72,0,300000.0,0,300000.0
NH,MASCOMA SAVINGS BANK,VT,84,31,0,9,2,0,0,61,0,55000.0,1,55000.0
NH,BANK OF NEW HAMPSHIRE,NH,60,0,1,0,2,0,0,56,0,21000.0,1,21000.0
NH,"LAKE SUNAPEE BANK, FSB",NH,60,2,0,0,0,0,0,0,0,25000.0,1,25000.0
NH,CITIZENS BANK NATL ASSOC,RI,60,1,0,0,1,1,0,44,0,81779.0,0,50000.0
NH,LEDYARD NATIONAL BANK,VT,60,3,0,0,2,0,0,48,0,35000.0,1,35000.0
NH,"TD BANK, NATIONAL ASSOCIATION",NH,120,4,0,0,0,0,0,0,0,55000.0,1,55000.0
NH,KENNEBUNK SAVINGS BANK,ME,60,12,0,6,1,0,0,72,0,28000.0,1,29000.0
NH,NORTHWAY BANK,NH,10,25,0,0,2,0,0,31,0,290000.0,1,290000.0
NH,"TD BANK, NATIONAL ASSOCIATION",NH,60,13,0,0,0,0,0,0,0,200000.0,1,200000.0
NH,BANK OF AMERICA NATL ASSOC,CT,84,130,0,0,0,0,0,62,0,300000.0,1,300000.0
NH,"TD BANK, NATIONAL ASSOCIATION",NH,84,4,0,0,0,0,1,44,0,30000.0,1,30000.0
